ds,yhat,district
2022-07-09,5.061961592859113,광진구
2022-07-10,4.784652075884694,광진구
2022-07-11,4.797531922428197,광진구
2022-07-12,4.9347442037657245,광진구
2022-07-13,4.9573143308302745,광진구
2022-07-14,4.667241614594199,광진구
2022-07-15,4.807436889809772,광진구
2022-07-16,4.819826518076387,광진구
2022-07-17,5.084473958177665,광진구
2022-07-18,4.838000573007326,광진구
2022-07-19,4.8273852743743895,광진구
2022-07-20,5.028933085977231,광진구
2022-07-21,5.092518188631656,광진구
2022-07-22,4.8152086716572375,광진구
2022-07-23,4.82808851820074,광진구
2022-07-24,4.965300799538268,광진구
2022-07-25,4.987870926602818,광진구
2022-07-26,4.697798210366742,광진구
2022-07-27,4.837993485582315,광진구
2022-07-28,4.85038311384893,광진구
2022-07-29,5.115030553950208,광진구
2022-07-30,4.868557168779869,광진구
2022-07-31,4.857941870146933,광진구
2022-08-01,5.059489681749774,광진구
2022-08-02,5.123074784404199,광진구
2022-08-03,4.845765267429781,광진구
2022-08-04,4.858645113973283,광진구
2022-08-05,4.995857395310811,광진구
2022-08-06,5.018427522375361,광진구
2022-08-07,4.7283548061392855,광진구
2022-08-08,4.868550081354858,광진구
2022-08-09,4.880939709621473,광진구
2022-08-10,5.145587149722751,광진구
2022-08-11,4.899113764552412,광진구
2022-08-12,4.888498465919476,광진구
2022-08-13,5.090046277522317,광진구
2022-08-14,5.153631380176742,광진구
2022-08-15,4.876321863202324,광진구
2022-08-16,4.8892017097458265,광진구
2022-08-17,5.026413991083354,광진구
2022-08-18,5.048984118147904,광진구
2022-08-19,4.758911401911829,광진구
2022-08-20,4.899106677127401,광진구
2022-08-21,4.911496305394016,광진구
2022-08-22,5.1761437454952945,광진구
2022-08-23,4.929670360324955,광진구
2022-08-24,4.919055061692019,광진구
2022-08-25,5.12060287329486,광진구
2022-08-26,5.1841879759492855,광진구
2022-08-27,4.906878458974867,광진구
2022-08-28,4.91975830551837,광진구
2022-08-29,5.056970586855897,광진구
2022-08-30,5.079540713920447,광진구
2022-08-31,4.789467997684372,광진구
2022-09-01,4.929663272899944,광진구
2022-09-02,4.9420529011665595,광진구
2022-09-03,5.206700341267838,광진구
2022-09-04,4.9602269560974985,광진구
2022-09-05,4.949611657464562,광진구
2022-09-06,5.151159469067403,광진구
2022-09-07,5.214744571721829,광진구
2022-09-08,4.93743505474741,광진구
2022-09-09,4.950314901290913,광진구
2022-09-10,5.08752718262844,광진구
2022-09-11,5.11009730969299,광진구
2022-09-12,4.820024593456915,광진구
2022-09-13,4.960219868672487,광진구
2022-09-14,4.972609496939103,광진구
2022-09-15,5.237256937040381,광진구
2022-09-16,4.990783551870042,광진구
2022-09-17,4.980168253237105,광진구
2022-09-18,5.1817160648399465,광진구
2022-09-19,5.245301167494372,광진구
2022-09-20,4.967991650519953,광진구
2022-09-21,4.980871497063456,광진구
2022-09-22,5.118083778400983,광진구
2022-09-23,5.140653905465533,광진구
2022-09-24,4.850581189229458,광진구
2022-09-25,4.99077646444503,광진구
2022-09-26,5.003166092711646,광진구
2022-09-27,5.267813532812924,광진구
2022-09-28,5.021340147642585,광진구
2022-09-29,5.010724849009648,광진구
2022-09-30,5.21227266061249,광진구
2022-10-01,5.275857763266915,광진구
2022-10-02,4.998548246292496,광진구
2022-10-03,5.011428092835999,광진구
2022-10-04,5.148640374173526,광진구
2022-10-05,5.171210501238076,광진구
2022-10-06,4.881137785002001,광진구
2022-10-07,5.021333060217573,광진구
2022-10-08,5.033722688484189,광진구
2022-10-09,5.298370128585467,광진구
2022-10-10,5.051896743415128,광진구
2022-10-11,5.041281444782191,광진구
2022-10-12,5.242829256385033,광진구
2022-10-13,5.306414359039458,광진구
2022-10-14,5.029104842065039,광진구
2022-10-15,5.041984688608542,광진구
2022-10-16,5.179196969946069,광진구
2022-10-17,5.201767097010619,광진구
2022-10-18,4.911694380774544,광진구
2022-10-19,5.0518896559901165,광진구
2022-10-20,5.064279284256732,광진구
2022-10-21,5.32892672435801,광진구
2022-10-22,5.082453339187671,광진구
2022-10-23,5.071838040554734,광진구
2022-10-24,5.273385852157576,광진구
2022-10-25,5.336970954812001,광진구
2022-10-26,5.059661437837582,광진구
2022-10-27,5.072541284381085,광진구
2022-10-28,5.2097535657186125,광진구
2022-10-29,5.2323236927831624,광진구
2022-10-30,4.942250976547087,광진구
2022-10-31,5.08244625176266,광진구
2022-11-01,5.094835880029275,광진구
2022-11-02,5.359483320130553,광진구
2022-11-03,5.113009934960214,광진구
2022-11-04,5.102394636327277,광진구
2022-11-05,5.303942447930119,광진구
2022-11-06,5.367527550584544,광진구
2022-11-07,5.0902180336101255,광진구
2022-11-08,5.103097880153628,광진구
2022-11-09,5.240310161491156,광진구
2022-11-10,5.2628802885557056,광진구
2022-11-11,4.97280757231963,광진구
2022-11-12,5.113002847535203,광진구
2022-11-13,5.125392475801818,광진구
2022-11-14,5.390039915903096,광진구
2022-11-15,5.143566530732757,광진구
2022-11-16,5.1329512320998205,광진구
2022-11-17,5.334499043702662,광진구
2022-11-18,5.398084146357087,광진구
2022-11-19,5.120774629382669,광진구
2022-11-20,5.133654475926171,광진구
2022-11-21,5.270866757263699,광진구
2022-11-22,5.293436884328249,광진구
2022-11-23,5.003364168092173,광진구
2022-11-24,5.143559443307746,광진구
2022-11-25,5.155949071574361,광진구
2022-11-26,5.420596511675639,광진구
2022-11-27,5.1741231265053,광진구
2022-11-28,5.163507827872364,광진구
2022-11-29,5.365055639475205,광진구
2022-11-30,5.42864074212963,광진구
2022-12-01,5.151331225155212,광진구
2022-12-02,5.164211071698714,광진구
2022-12-03,5.301423353036242,광진구
2022-12-04,5.323993480100792,광진구
2022-12-05,5.0339207638647165,광진구
2022-12-06,5.174116039080289,광진구
2022-12-07,5.186505667346904,광진구
2022-12-08,5.4511531074481825,광진구
2022-12-09,5.204679722277843,광진구
2022-12-10,5.194064423644907,광진구
2022-12-11,5.395612235247748,광진구
2022-12-12,5.459197337902173,광진구
2022-12-13,5.181887820927755,광진구
2022-12-14,5.1947676674712575,광진구
2022-12-15,5.331979948808785,광진구
2022-12-16,5.354550075873335,광진구
2022-12-17,5.06447735963726,광진구
2022-12-18,5.204672634852832,광진구
2022-12-19,5.217062263119447,광진구
2022-12-20,5.481709703220726,광진구
2022-12-21,5.2352363180503865,광진구
2022-12-22,5.22462101941745,광진구
2022-12-23,5.426168831020291,광진구
2022-12-24,5.4897539336747165,광진구
2022-12-25,5.212444416700298,광진구
2022-12-26,5.225324263243801,광진구
2022-12-27,5.362536544581328,광진구
2022-12-28,5.385106671645878,광진구
2022-12-29,5.095033955409803,광진구
2022-12-30,5.235229230625375,광진구
2022-12-31,5.2476188588919905,광진구
2022-01-01,3.311831858632593,성동구
2022-01-02,3.4697518141897414,성동구
2022-01-03,3.1860847234231624,성동구
2022-01-04,3.299341674008577,성동구
2022-01-05,3.385223753159134,성동구
2022-01-06,3.8182496035895555,성동구
2022-01-07,3.5252008333391367,성동구
2022-01-08,3.4147222158571666,성동구
2022-01-09,3.55820761258794,성동구
2022-01-10,3.6312982614791256,성동구
2022-01-11,3.3794666234263975,성동구
2022-01-12,3.487795903027193,성동구
2022-01-13,3.5997746252859413,성동구
2022-01-14,3.602720409229074,성동구
2022-01-15,3.295474034000122,성동구
2022-01-16,3.4004189340844864,성동구
2022-01-17,3.426934094515764,성동구
2022-01-18,3.761792972647746,성동구
2022-01-19,3.4726676913666874,성동구
2022-01-20,3.4224997002049147,성동구
2022-01-21,3.5857054556830303,성동구
2022-01-22,3.65500882189005,성동구
2022-01-23,3.4068048080362803,성동구
2022-01-24,3.484807387060606,성동구
2022-01-25,3.614054498888755,성동구
2022-01-26,3.6216155114138626,성동구
2022-01-27,3.315071341244512,성동구
2022-01-28,3.42026377935791,성동구
2022-01-29,3.448546927511742,성동구
2022-01-30,3.786329285884064,성동구
2022-01-31,3.497087160381123,성동구
2022-02-01,3.4451230770858783,성동구
2022-02-02,3.6077415466516105,성동구
2022-02-03,3.67715770075414,성동구
2022-02-04,3.4288456537447147,성동구
2022-02-05,3.507751382870358,성동구
2022-02-06,3.636484230123299,성동구
2022-02-07,3.643907797951745,성동구
2022-02-08,3.33734271563044,성동구
2022-02-09,3.442527781890265,성동구
2022-02-10,3.470758278147899,성동구
2022-02-11,3.8084535732583062,성동구
2022-02-12,3.5192149274570417,성동구
2022-02-13,3.467304333026774,성동구
2022-02-14,3.6299402923728383,성동구
2022-02-15,3.699353087573894,성동구
2022-02-16,3.4510442578665033,성동구
2022-02-17,3.5299230905579813,성동구
2022-02-18,3.6586712529653695,성동구
2022-02-19,3.6660989139918674,성동구
2022-02-20,3.3595344544488994,성동구
2022-02-21,3.464719740247618,성동구
2022-02-22,3.492951804515108,성동구
2022-02-23,3.8306496924296227,성동구
2022-02-24,3.5414109430004377,성동구
2022-02-25,3.489498755634806,성동구
2022-02-26,3.652134194123125,성동구
2022-02-27,3.7215470893545874,성동구
2022-02-28,3.4732381638337193,성동구
2022-03-01,3.5521177975195943,성동구
2022-03-02,3.6808655038310993,성동구
2022-03-03,3.6882930429593306,성동구
2022-03-04,3.381728564869593,성동구
2022-03-05,3.4869138441302923,성동구
2022-03-06,3.515145861701365,성동구
2022-03-07,3.8528436724003816,성동구
2022-03-08,3.5636049260573075,성동구
2022-03-09,3.5116927861303915,성동구
2022-03-10,3.6743282401302144,성동구
2022-03-11,3.7437411323827026,성동구
2022-03-12,3.4954322097152257,성동구
2022-03-13,3.574311819546934,성동구
2022-03-14,3.7030595394412895,성동구
2022-03-15,3.7104870821997356,성동구
2022-03-16,3.4039226046623337,성동구
2022-03-17,3.5091078841177397,성동구
2022-03-18,3.5373399030794634,성동구
2022-03-19,3.875037716078011,성동구
2022-03-20,3.5857989696430304,성동구
2022-03-21,3.5338868283033564,성동구
2022-03-22,3.6965222818412364,성동구
2022-03-23,3.7659351741824407,성동구
2022-03-24,3.517626251429988,성동구
2022-03-25,3.5965058619720898,성동구
2022-03-26,3.7252535814619385,성동구
2022-03-27,3.732681124112274,성동구
2022-03-28,3.426116646558423,성동구
2022-03-29,3.5313019260080307,성동구
2022-03-30,3.5595339449283405,성동구
2022-03-31,3.897231757858406,성동구
2022-04-01,3.6079930114261622,성동구
2022-04-02,3.556080870128562,성동구
2022-04-03,3.7187163236801983,성동구
2022-04-04,3.7881292160187603,성동구
2022-04-05,3.5398202932688383,성동구
2022-04-06,3.618699903789784,성동구
2022-04-07,3.747447623291679,성동구
2022-04-08,3.7548751659452346,성동구
2022-04-09,3.448310688391874,성동구
2022-04-10,3.553495967841654,성동구
2022-04-11,3.5817279867631964,성동구
2022-04-12,3.919425799695302,성동구
2022-04-13,3.6301870532629774,성동구
2022-04-14,3.5782749119641237,성동구
2022-04-15,3.7409103655153504,성동구
2022-04-16,3.810323257853991,성동구
2022-04-17,3.562014335103993,성동구
2022-04-18,3.6408939456255696,성동구
2022-04-19,3.7696416651271063,성동구
2022-04-20,3.7770692077805657,성동구
2022-04-21,3.4705047302271903,성동구
2022-04-22,3.575690009676965,성동구
2022-04-23,3.6039220285984714,성동구
2022-04-24,3.941619841530516,성동구
2022-04-25,3.6523810950981934,성동구
2022-04-26,3.600468953799377,성동구
2022-04-27,3.7631044073506157,성동구
2022-04-28,3.8325172996892545,성동구
2022-04-29,3.584208376939259,성동구
2022-04-30,3.6630879874608167,성동구
2022-05-01,3.7918357069623636,성동구
2022-05-02,3.7992632496158256,성동구
2022-05-03,3.4926987720624507,성동구
2022-05-04,3.5978840515122257,성동구
2022-05-05,3.6261160704337327,성동구
2022-05-06,3.9638138833657792,성동구
2022-05-07,3.6745751369334565,성동구
2022-05-08,3.622662995634639,성동구
2022-05-09,3.785298449185878,성동구
2022-05-10,3.854711341524516,성동구
2022-05-11,3.606402418774521,성동구
2022-05-12,3.6852820292960784,성동구
2022-05-13,3.814029748797626,성동구
2022-05-14,3.821457291451088,성동구
2022-05-15,3.514892813897713,성동구
2022-05-16,3.620078093347488,성동구
2022-05-17,3.648310112268995,성동구
2022-05-18,3.9860079252010414,성동구
2022-05-19,3.6967691787687187,성동구
2022-05-20,3.6448570374699014,성동구
2022-05-21,3.80749249102114,성동구
2022-05-22,3.8769053833597784,성동구
2022-05-23,3.628596460609783,성동구
2022-05-24,3.707476071131341,성동구
2022-05-25,3.836223790632888,성동구
2022-05-26,3.84365133328635,성동구
2022-05-27,3.537086855732975,성동구
2022-05-28,3.64227213518275,성동구
2022-05-29,3.670504154104257,성동구
2022-05-30,4.008201967036303,성동구
2022-05-31,3.7189632206039804,성동구
2022-06-01,3.667051079305163,성동구
2022-06-02,3.829686532856402,성동구
2022-06-03,3.89909942519504,성동구
2022-06-04,3.650790502445045,성동구
2022-06-05,3.729670112966603,성동구
2022-06-06,3.8584178324681497,성동구
2022-06-07,3.8658453751216117,성동구
2022-06-08,3.559280897568237,성동구
2022-06-09,3.664466177018012,성동구
2022-06-10,3.692698195939519,성동구
2022-06-11,4.030396008871565,성동구
2022-06-12,3.7411572624392426,성동구
2022-06-13,3.6892451211404254,성동구
2022-06-14,3.851880574691664,성동구
2022-06-15,3.9212934670303023,성동구
2022-06-16,3.672984544280307,성동구
2022-06-17,3.751864154801865,성동구
2022-06-18,3.880611874303412,성동구
2022-06-19,3.888039416956874,성동구
2022-06-20,3.581474939403499,성동구
2022-06-21,3.686660218853274,성동구
2022-06-22,3.714892237774781,성동구
2022-06-23,4.0525900507068275,성동구
2022-06-24,3.763351304274505,성동구
2022-06-25,3.7114391629756875,성동구
2022-06-26,3.874074616526926,성동구
2022-06-27,3.9434875088655645,성동구
2022-06-28,3.6951785861155693,성동구
2022-06-29,3.774058196637127,성동구
2022-06-30,3.902805916138674,성동구
2022-07-01,3.910233458792136,성동구
2022-07-02,3.6036689812387612,성동구
2022-07-03,3.708854260688536,성동구
2022-07-04,3.7370862796100432,성동구
2022-07-05,4.07478409254209,성동구
2022-07-06,3.785545346109767,성동구
2022-07-07,3.7336332048109497,성동구
2022-07-08,3.8962686583621884,성동구
2022-07-09,3.9656815507008267,성동구
2022-07-10,3.7173726279508315,성동구
2022-07-11,3.7962522384723894,성동구
2022-07-12,3.9249999579739363,성동구
2022-07-13,3.9324275006273983,성동구
2022-07-14,3.6258630230740234,성동구
2022-07-15,3.7310483025237984,성동구
2022-07-16,3.7592803214453054,성동구
2022-07-17,4.096978134377352,성동구
2022-07-18,3.807739387945029,성동구
2022-07-19,3.755827246646212,성동구
2022-07-20,3.9184627001974506,성동구
2022-07-21,3.987875592536089,성동구
2022-07-22,3.7395666697860936,성동구
2022-07-23,3.8184462803076515,성동구
2022-07-24,3.9471939998091985,성동구
2022-07-25,3.9546215424626605,성동구
2022-07-26,3.6480570649092856,성동구
2022-07-27,3.7532423443590606,성동구
2022-07-28,3.7814743632805676,성동구
2022-07-29,4.119172176212614,성동구
2022-07-30,3.8299334297802914,성동구
2022-07-31,3.778021288481474,성동구
2022-08-01,3.9406567420327128,성동구
2022-08-02,4.0100696343713516,성동구
2022-08-03,3.7617607116213563,성동구
2022-08-04,3.840640322142914,성동구
2022-08-05,3.969388041644461,성동구
2022-08-06,3.976815584297923,성동구
2022-08-07,3.6702511067445482,성동구
2022-08-08,3.775436386194323,성동구
2022-08-09,3.8036684051158303,성동구
2022-08-10,4.141366218047876,성동구
2022-08-11,3.8521274716155536,성동구
2022-08-12,3.8002153303167363,성동구
2022-08-13,3.962850783867975,성동구
2022-08-14,4.032263676206614,성동구
2022-08-15,3.7839547534566185,성동구
2022-08-16,3.8628343639781764,성동구
2022-08-17,3.9915820834797233,성동구
2022-08-18,3.9990096261331853,성동구
2022-08-19,3.6924451485798104,성동구
2022-08-20,3.7976304280295854,성동구
2022-08-21,3.8258624469510925,성동구
2022-08-22,4.1635602598831385,성동구
2022-08-23,3.8743215134508158,성동구
2022-08-24,3.8224093721519985,성동구
2022-08-25,3.985044825703237,성동구
2022-08-26,4.054457718041876,성동구
2022-08-27,3.8061487952918807,성동구
2022-08-28,3.8850284058134386,성동구
2022-08-29,4.013776125314986,성동구
2022-08-30,4.021203667968448,성동구
2022-08-31,3.7146391904150735,성동구
2022-09-01,3.8198244698648485,성동구
2022-09-02,3.8480564887863555,성동구
2022-09-03,4.185754301718402,성동구
2022-09-04,3.896515555286079,성동구
2022-09-05,3.8446034139872616,성동구
2022-09-06,4.0072388675385,성동구
2022-09-07,4.076651759877138,성동구
2022-09-08,3.828342837127143,성동구
2022-09-09,3.9072224476487007,성동구
2022-09-10,4.035970167150248,성동구
2022-09-11,4.043397709803711,성동구
2022-09-12,3.7368332322503357,성동구
2022-09-13,3.8420185117001107,성동구
2022-09-14,3.8702505306216177,성동구
2022-09-15,4.207948343553664,성동구
2022-09-16,3.918709597121341,성동구
2022-09-17,3.8667974558225238,성동구
2022-09-18,4.029432909373762,성동구
2022-09-19,4.0988458017124,성동구
2022-09-20,3.850536878962405,성동구
2022-09-21,3.929416489483963,성동구
2022-09-22,4.05816420898551,성동구
2022-09-23,4.065591751638973,성동구
2022-09-24,3.759027274085598,성동구
2022-09-25,3.864212553535373,성동구
2022-09-26,3.89244457245688,성동구
2022-09-27,4.230142385388926,성동구
2022-09-28,3.9409036389566032,성동구
2022-09-29,3.888991497657786,성동구
2022-09-30,4.051626951209024,성동구
2022-10-01,4.1210398435476625,성동구
2022-10-02,3.8727309207976672,성동구
2022-10-03,3.951610531319225,성동구
2022-10-04,4.0803582508207725,성동구
2022-10-05,4.087785793474235,성동구
2022-10-06,3.78122131592086,성동구
2022-10-07,3.886406595370635,성동구
2022-10-08,3.914638614292142,성동구
2022-10-09,4.252336427224188,성동구
2022-10-10,3.9630976807918654,성동구
2022-10-11,3.911185539493048,성동구
2022-10-12,4.073820993044286,성동구
2022-10-13,4.143233885382925,성동구
2022-10-14,3.8949249626329294,성동구
2022-10-15,3.9738045731544873,성동구
2022-10-16,4.102552292656035,성동구
2022-10-17,4.109979835309497,성동구
2022-10-18,3.8034153577561223,성동구
2022-10-19,3.9086006372058972,성동구
2022-10-20,3.9368326561274043,성동구
2022-10-21,4.27453046905945,성동구
2022-10-22,3.9852917226271276,성동구
2022-10-23,3.9333795813283103,성동구
2022-10-24,4.0960150348795485,성동구
2022-10-25,4.165427927218187,성동구
2022-10-26,3.9171190044681916,성동구
2022-10-27,3.9959986149897495,성동구
2022-10-28,4.124746334491297,성동구
2022-10-29,4.132173877144759,성동구
2022-10-30,3.8256093995913845,성동구
2022-10-31,3.9307946790411594,성동구
2022-11-01,3.9590266979626665,성동구
2022-11-02,4.2967245108947125,성동구
2022-11-03,4.00748576446239,성동구
2022-11-04,3.955573623163573,성동구
2022-11-05,4.118209076714812,성동구
2022-11-06,4.18762196905345,성동구
2022-11-07,3.9393130463034547,성동구
2022-11-08,4.018192656825012,성동구
2022-11-09,4.146940376326559,성동구
2022-11-10,4.154367918980022,성동구
2022-11-11,3.8478034414266467,성동구
2022-11-12,3.9529887208764216,성동구
2022-11-13,3.9812207397979287,성동구
2022-11-14,4.318918552729975,성동구
2022-11-15,4.029679806297652,성동구
2022-11-16,3.977767664998835,성동구
2022-11-17,4.140403118550074,성동구
2022-11-18,4.209816010888712,성동구
2022-11-19,3.961507088138717,성동구
2022-11-20,4.040386698660274,성동구
2022-11-21,4.169134418161821,성동구
2022-11-22,4.176561960815284,성동구
2022-11-23,3.869997483261909,성동구
2022-11-24,3.975182762711684,성동구
2022-11-25,4.003414781633191,성동구
2022-11-26,4.341112594565238,성동구
2022-11-27,4.0518738481329155,성동구
2022-11-28,3.9999617068340982,성동구
2022-11-29,4.162597160385337,성동구
2022-11-30,4.232010052723975,성동구
2022-12-01,3.98370112997398,성동구
2022-12-02,4.062580740495537,성동구
2022-12-03,4.191328459997084,성동구
2022-12-04,4.198756002650547,성동구
2022-12-05,3.892191525097172,성동구
2022-12-06,3.997376804546947,성동구
2022-12-07,4.025608823468454,성동구
2022-12-08,4.363306636400501,성동구
2022-12-09,4.074067889968179,성동구
2022-12-10,4.022155748669361,성동구
2022-12-11,4.184791202220599,성동구
2022-12-12,4.254204094559237,성동구
2022-12-13,4.005895171809242,성동구
2022-12-14,4.0847747823308,성동구
2022-12-15,4.213522501832347,성동구
2022-12-16,4.220950044485809,성동구
2022-12-17,3.914385566932434,성동구
2022-12-18,4.019570846382209,성동구
2022-12-19,4.047802865303716,성동구
2022-12-20,4.385500678235762,성동구
2022-12-21,4.09626193180344,성동구
2022-12-22,4.044349790504622,성동구
2022-12-23,4.20698524405586,성동구
2022-12-24,4.276398136394499,성동구
2022-12-25,4.0280892136445035,성동구
