일시,Gwangjin,Dongdaemun,Seongdong,Jungnang
20220202,1.5771601026383233,1.356186362550197,1.2496282623635002,1.134767636939289
20220203,2.9129338988376663,1.9291301054204895,2.244118950947061,1.2653401939035918
20220204,3.186474125329943,1.9814681953813909,2.748032902529273,1.2666340456192338
20220205,2.813837401394755,1.7391815779811788,2.016060642816436,1.3346769304279724
20220206,2.3437817713265425,1.5194722773308431,1.9847157365427686,1.1604235942819465
20220207,2.9110378943383606,1.925356095880496,2.3548462555841856,1.3008731900050645
20220208,2.9397375044719523,1.8483262476808522,2.34614048996417,1.2260085817650046
20220209,3.016783606143237,1.9069945870476366,2.3647385056099153,1.221497915861874
20220210,3.114902502655665,1.9161266958902385,2.3966723439512476,1.214933617451434
20220211,3.3196694128058013,2.021557645592291,2.6385138275038855,1.3901612996214532
20220212,2.7207729567099155,1.7340810786869887,2.001182074388979,1.360825674400508
20220213,2.5868421838537423,1.6405894464507622,1.975255094658369,1.207888092857229
20220214,3.1153770162216556,2.006858699760178,2.526115101082997,1.3442949688898644
20220215,2.922327658557052,1.9615523412818658,2.471192367734455,1.3079931408041758
20220216,3.0601549662481897,2.0048208957324682,2.4803467759272313,1.3583067719862352
20220217,3.047373101281485,2.025390662240908,2.4840005880804763,1.3727755841348808
20220218,3.0280227424841977,2.1067352449357033,2.4822814564452074,1.3819724128374438
20220219,2.777887550482768,1.8828295475514627,2.0445702634633633,1.4073748240099369
20220220,2.6876592843362648,1.7664931048447925,2.1868594456651036,1.3032923361652826
20220221,3.172907849250457,2.1766445951835807,2.6978511851457614,1.4708371908869056
20220222,3.264648819308349,2.1906728526799935,2.7615421602308943,1.4667166526609385
20220223,3.23096850421117,2.2655459036684933,2.7312825728211747,1.4876652055601507
20220224,3.294779501161093,2.273352853810762,2.8258038510242196,1.5336203377303455
20220225,3.1836313448085867,2.339757795334518,2.7958299585425666,1.5457014720038056
20220226,2.9324305083706577,2.075935896286407,2.4261513745634775,1.6011893250056919
20220227,3.045136925903863,1.923728981480409,2.7098823594455066,1.4597869197357256
20220228,3.2275826967733265,2.2733484058703617,2.6572480532203944,1.5669363033606172
20220301,2.950935532182935,2.50700715140976,2.926766994022289,1.6453232115674743
20220302,4.380332887376637,2.875104466568654,4.372591783177094,2.229080257741991
20220303,4.274905366351427,3.0577029611765094,4.310232443599393,2.246045742745875
20220304,4.540283098206101,3.0797473556532156,4.650985691215004,2.3329516476084957
20220305,5.017501441283849,2.8115880502551303,4.9278183485400024,2.3819087604815494
20220306,5.126482754187038,2.529172591808116,4.9081864953391054,2.1647922894873033
20220307,4.884068119042424,3.011765711735396,4.473355094497121,2.3202033659570667
20220308,4.643950871629179,2.8896614787681623,4.553332901079925,2.2306698364422815
20220309,4.365857034737545,2.4925298892861245,4.461955758521996,1.6521514636042693
20220310,4.55383166592034,3.027967070622373,4.596415229007387,2.1780347036742556
20220311,4.993297814011894,3.1480017651384333,4.597494781815453,2.4520697221232055
20220312,5.693797694458823,2.837519881331221,5.119189599718489,2.3913936832425606
20220313,5.659682668194908,2.7254361515171635,5.0805056008688965,2.2301098757951463
20220314,5.420934597115987,3.2031873953579684,4.956416238586407,2.4095495918638474
20220315,4.994711327957429,3.125215863159142,4.986320926975232,2.371321663791963
20220316,5.87344601342333,3.2038587381937575,5.249478314690834,2.433968820036985
20220317,5.692634440252376,3.251531095929646,5.0525763558686005,2.387944970656862
20220318,5.59463387138779,3.288737965362154,4.949861044777422,2.4527642386691273
20220319,6.248117671415669,2.98316286089718,5.565513684721408,2.408002898018093
20220320,6.229399121142961,2.8346945554098526,5.57271299252299,2.284845332158475
20220321,5.960783380785454,3.371744493741933,5.414952699981773,2.4524575547437593
20220322,6.216086575104978,3.3553308030989673,5.821270906813018,2.440930382516482
20220323,6.647042905479383,3.4040002453724068,6.089145794440531,2.47618167073317
20220324,6.593746400392087,3.4320582783684497,6.0927565481799935,2.495700009152321
20220325,6.163689947171273,3.478636973535244,5.827940853570117,2.564818522737218
20220326,6.877192153694277,3.1447266202935613,6.460494310322441,2.5751855326067346
20220327,7.039438310841918,2.9654000291259397,6.451105422664856,2.4335976077032027
20220328,6.642725659188821,3.427476313748385,6.074538757202415,2.628066189915615
20220329,6.490060135204133,3.484139464419577,6.233884802094475,2.5328391809167496
20220330,7.132841424200332,3.466210545520531,6.521326323311797,2.5273285510523698
20220331,6.461962475368702,3.366576042927755,5.909326523138292,2.4299688409890936
20220401,7.744451994483753,5.062503637822313,6.5361643329705466,3.715066118967464
20220402,8.38534784725903,4.428525219094887,5.721238550883886,3.936023456396283
20220403,6.333362321580452,3.926876675408091,5.3832466757029565,3.434716516873812
20220404,8.252653901430858,5.023218210810032,5.952838322716916,3.88617811783213
20220405,7.90514238584269,4.898673478679853,6.017390949013238,3.8510322949753673
20220406,7.520037735650974,4.835634646988906,6.166119589788546,3.8247582512151146
20220407,7.326619241239672,4.877795617123492,5.758392205840578,3.827878121298367
20220408,7.398902925394573,4.873840344668287,5.996938450430937,3.7850638131028225
20220409,8.189797394992013,4.533554343357201,5.872155465485685,3.926232135159546
20220410,5.980438186739614,4.053728056273209,5.495883539293977,3.4656784362995365
20220411,7.794106556962598,4.945157675804753,6.2929205182892645,3.9857397186787775
20220412,7.718515477694488,4.937807104299068,6.478831022686971,3.9694403692192988
20220413,7.662782114569797,5.048459409605536,6.574891159524568,3.913139319576464
20220414,7.579537258099984,5.0976354700144455,6.309203847688763,3.9104380181417295
20220415,7.576472183966569,5.107119786784688,6.440459458445429,3.9207321467543705
20220416,8.57973277406466,4.898360409684977,6.709889452822598,4.140462851326509
20220417,6.689603827606559,4.481519722668146,6.40931642133261,3.7074318195933804
20220418,7.7720846125803815,5.138911435992887,6.702168161214124,4.002936916262481
20220419,7.605564710905629,5.083453036350447,6.793456944629192,3.9603991645522822
20220420,7.3244224716570825,5.130701756275204,6.831444300792725,3.914656395452429
20220421,7.324239920427932,5.111090721858869,6.421982116234204,3.914388804329519
20220422,7.869792033781209,5.141329999629526,6.774470220614948,3.9454343120569915
20220423,8.314294259664692,4.876706108166367,6.791712550612846,4.168029802439098
20220424,7.2379450335885,4.4718009665460405,6.822440391044506,3.809496898058182
20220425,7.384828703779652,5.148619638110274,6.7437739240888614,4.070713394117198
20220426,7.385924764778238,5.151067256164149,6.998413924847191,4.05496130760101
20220427,7.328238642061327,5.114852738571235,7.013398339134092,4.017312652675239
20220428,7.196611212405762,4.942629257095595,6.4452543611021795,4.023423574876906
20220429,7.687963050606774,5.282516200346028,6.95698515337968,4.0823958459396295
20220430,8.780924870092768,5.0959397195814455,7.20429767994355,4.282739392184361
20220501,9.621493130846744,4.651462121378054,8.208125366955088,3.8052314032302426
20220502,8.694355201474231,5.497503610707678,7.595864623928927,4.590114399379599
20220503,9.601919910570242,5.937558102782317,7.836275473611261,4.598597174888566
20220504,9.715898832395274,5.985216414593033,7.772835544206065,4.7926302045283204
20220505,10.211546907814999,5.458071539294192,7.218276272968682,4.742006668340225
20220506,9.320225163418794,5.898598363876178,7.683521583862204,4.7022921173642835
20220507,9.725253555811914,5.495440699652336,7.7444999582091505,4.734529079280708
20220508,10.156857058138758,4.39676539919924,7.87713551726246,3.9672763217533804
20220509,7.874828226973479,5.54843826043199,7.506361242319668,4.42360949658977
20220510,8.374620256535945,5.7809744486462336,7.505801782933666,4.438374354851539
20220511,8.68802020549563,5.901877902825008,7.889975987707194,4.6779555249953955
20220512,8.658706289693946,5.896494821346714,7.911390100184544,4.7033238300629705
20220513,8.931295319843617,5.929532869077267,8.038705445899563,4.699577697488844
20220514,9.78913716817662,5.608668382158797,8.675405243546734,4.8234195650892175
20220515,8.500762662734088,5.316286424736339,8.37621899967299,4.256411964884196
20220516,7.890961022884041,5.753182651856106,8.070883846106685,4.631500668912539
20220517,8.445812513073362,6.109208787951015,8.17583899003061,4.710880821499845
20220518,8.493008742255395,6.092601780750883,8.296277963141993,4.808131492734944
20220519,8.493320237062273,6.109203985238805,8.282878921390871,4.834385577055424
20220520,8.739441402464289,6.243082722120356,8.082546148233135,4.879846833712303
20220521,9.87108712673199,5.979847051890696,8.894030374758513,4.963809324349894
20220522,9.181789334057441,5.631850297477337,8.535107330624612,4.483371657817429
20220523,8.308914212160149,6.198505143096794,8.137378649332875,4.811157226811582
20220524,8.797779641035621,6.288750531460643,8.271643322956342,4.909242194853236
20220525,9.04155896854155,6.164906351149661,8.526845115567571,4.949083761912391
20220526,9.022796164143525,5.951503371243096,8.54198766027202,4.9234198041624335
20220527,9.018074874109107,6.2156564704691135,8.153198942965169,4.884233505423117
20220528,10.606018335320915,5.85689567091503,9.159636840302147,5.115578833181697
20220529,10.058836596158475,5.5757153724801025,9.026690118962046,4.6541796097054515
20220530,9.234347015656994,6.39986811755689,8.424855093030438,5.056864253026019
20220531,10.043125345205416,6.554113205304216,8.457284096028314,5.176458287968154
20220601,7.913127578060788,6.159987377454023,7.750288060840554,5.198406216414179
20220602,8.549768405983604,6.569413761977488,7.814908621264634,5.3107467930452525
20220603,9.371103144584525,6.846716065095664,8.713273135440687,5.578909375130535
20220604,10.510778921095142,6.444434174092817,8.888439113721653,6.0660447856943716
20220605,9.883072253592811,6.073478322302207,8.810996304871033,5.476366073613798
20220606,8.0965006926548,5.330713595702876,7.686163095479436,5.355795667771464
20220607,7.556021697451118,6.800828889619316,7.323120528766471,5.32656092071737
20220608,7.715217848997491,6.6619847769437035,7.049408056503859,5.126579099622507
20220609,8.353543207340332,6.746278505685883,7.948769855354367,5.372902824438455
20220610,8.391007515863803,6.871394011746284,8.077167907345702,5.30125710488516
20220611,10.37032220840065,6.588616890782516,8.716429699517988,5.73456648961443
20220612,9.210253366840277,6.459979139954379,8.665943854604347,5.245211319765802
20220613,9.56202416728464,6.906709143621507,8.373569258739375,5.385384360758837
20220614,9.582928945169261,7.20295482330138,8.198340527107675,5.458776248394413
20220615,8.728346792648697,6.900805636106691,7.15895492395201,5.335777921629042
20220616,9.25278771535815,7.0376256200731255,8.130455367794422,5.5755125678020585
20220617,9.343290107584071,7.198782880298868,8.787927649339005,5.578970053871429
20220618,11.083652396318605,6.8342773017336516,8.811967474844874,5.877477463315765
20220619,9.889992849771986,6.584977019050021,8.781295682124185,5.3946120432061635
20220620,9.989536805707557,7.052414865035443,8.294781143124986,5.558213840298283
20220621,9.901251345256984,7.350397647093145,7.932876640271198,5.587757517703025
20220622,8.53985739629156,6.840001985047921,6.8471450675389,5.318680967390808
20220623,8.826814114594614,6.784258987224398,7.505983306285438,5.515464392469844
20220624,8.482951053200253,6.982685974164513,7.994126879346855,5.207058111465777
20220625,10.15616896244179,6.562062141484453,8.318277740433935,5.588001616911928
20220626,9.1965059617667,6.236720879225542,8.394601811789379,5.054077204173649
20220627,8.959326279754867,6.807780390936509,7.728961279349738,5.034295089365589
20220628,8.99032098615162,6.82926301477527,7.482545033827911,5.100684179844096
20220629,7.901932526782008,6.522377782705776,6.60562262697257,4.886318993286727
20220630,8.105592637754341,6.661183074899755,7.260505200996533,5.203827295206117
20220701,9.949951069575722,6.436932629810581,9.053721362189812,5.617357734198656
20220702,10.075701646804802,5.926191527292724,8.61702086035342,5.804246834006356
20220703,10.168218139218787,6.027102716626389,8.271159204455664,4.984252226395332
20220704,9.994276102591558,6.840098009227426,8.552639737233484,5.587506742239448
20220705,9.069693058131719,6.738997322929803,8.246235581022539,5.667317099486667
20220706,8.647782780924826,6.55247331709511,7.7055546314489085,5.32226876171655
20220707,8.938302486279728,6.537183606181195,7.820814410337986,5.098540183884535
20220708,8.351691383057776,6.194674006333402,8.053483192484368,5.321350369911896
20220709,9.099970855091184,6.012029623737426,8.284299276430641,5.511592029940642
20220710,8.658698205705935,5.701651514145791,7.550413559423916,4.809359962519709
20220711,8.829377258043369,6.471504921783175,7.661149808802668,5.069214167758024
20220712,8.033099344285839,6.404374452188339,7.658157915380665,5.204245274846635
20220713,7.795059822236909,6.151453404852942,7.151348380723359,4.959973853564231
20220714,8.228000332085768,6.226443375547129,7.293789180508655,4.899833742699213
20220715,7.461598621201421,6.155630239056725,7.259913037624981,5.128301920488683
20220716,9.064544970461514,5.9912923710502515,7.831818584822333,5.343866796089566
20220717,8.532519142215243,5.749336187901745,7.356290161531684,4.708294961483803
20220718,8.437056767683728,6.263912185545902,7.415464242803974,5.118132289105407
20220719,7.535534338432362,6.173281315821028,7.213042646344976,5.166001017224469
20220720,7.366637378691156,5.99755959551675,6.82610575215319,4.897334759377143
20220721,7.651679608207593,5.971630824353737,6.690329512788519,4.797317029539686
20220722,6.809343063002604,5.736144086226227,6.526385663418799,4.858203515746888
20220723,8.08697168163862,5.404202163882205,6.918180608181194,5.130719004181614
20220724,7.5880093964191095,5.181240333060757,6.5678773640948105,4.327370716404855
20220725,7.082755537965533,5.893719991959324,6.5201588546325695,4.6940664996575885
20220726,6.0593420416648955,5.565939144834839,6.555915345119792,4.540773406342177
20220727,6.381681606079402,5.381543761985691,6.20744236906863,4.307910714817297
20220728,6.508189621427807,5.4225024495583884,5.912368645425517,4.257533861227397
20220729,5.980373188098485,5.371708374790677,6.1515182701427635,4.338660285228186
20220730,7.604059567108024,5.308916932344414,7.0447073124522746,4.558645446919532
20220731,8.016894268076907,5.3249122145207926,6.7034235608965735,4.632400852781416
20220801,4.740806641195257,4.8448733920183535,3.8921532659310762,3.3850823819299043
20220802,4.259992830509212,4.808554414882875,4.056334082692591,3.3363868512027004
20220803,5.013084191878812,4.882624460206932,4.037845644849423,3.5058957949782035
20220804,4.985725666370469,4.823012786415539,4.131970664328041,3.585109743192655
20220805,5.624000026454464,4.903266790442168,4.640727355822557,3.907616836958116
20220806,5.003454749830476,4.286940277578064,3.9102191982083636,3.8051718757949713
20220807,4.445370924585087,3.8561154402441913,3.4654231714518007,3.1773624218005603
20220808,4.898642022383804,4.693374363635888,4.11559297714842,3.5635130013109384
20220809,4.816950561248984,4.823967067192296,4.10578084042882,3.562808728995221
20220810,5.042575684401746,4.750163083742835,4.490279611590238,3.6064510331786566
20220811,5.349972265021037,4.882991132166066,4.578014476591569,3.91927978038456
20220812,5.973670207810443,4.957152868974091,5.191549785649189,4.213375590096706
20220813,5.751020533411369,4.528621247571877,4.484523245430733,3.9851595411535605
20220814,5.361266078174973,4.1815270381071405,4.468282832464433,3.5320454873101705
20220815,4.123140406189875,4.042221307252449,3.1949542296838263,2.801473189051971
20220816,6.864572608529902,5.153405606464542,5.346165862086522,4.0178718850675255
20220817,7.050614412418668,4.76282426408422,6.255131183113135,4.038448270402934
20220818,6.681716785925954,5.078335984942076,5.632685975871661,4.236849487567715
20220819,6.506934153229436,5.1273195977680945,5.669521670079615,4.446284914216038
20220820,6.629781550635113,4.747721568379436,5.384751215946878,4.237454838556696
20220821,6.081362364122077,4.347642274167369,5.303877605977474,3.640911130075664
20220822,6.798672646835925,5.099162174987108,5.573429371821627,4.123182879625178
20220823,7.0024803736768035,4.996822468179855,5.453149617225328,4.001171680401642
20220824,6.745873763640333,4.983548447151454,6.116655109942281,4.248946316290913
20220825,6.717722915382278,5.063693899136471,5.711708641376412,4.270922494103061
20220826,6.017424622066157,4.829687233565881,5.652752579232988,4.286258072878515
20220827,6.52991661191085,4.660691296319193,5.50571789948849,4.142029153812553
20220828,6.063785857946146,4.36893173549082,5.77840389578062,3.8355185999127457
20220829,6.616537164356117,5.142707662713134,5.734889777813473,4.195881837575804
20220830,7.280068473506552,5.124284739492061,5.850775979249793,4.096315666585953
20220831,7.793978560245973,5.472618971726506,6.430274134864888,4.491503976169835
20220901,9.404725646074116,5.917872453851192,7.465668424477501,4.856460745131031
20220902,8.967844786624571,5.729232417786867,8.353692991260054,4.769061488702527
20220903,9.355557866744359,5.603164384508126,7.912799223681394,5.487008457843544
20220904,10.019674606891929,5.4787255877881424,8.552207267430681,5.100943813833958
20220905,8.629785663391178,5.72559204959328,7.434855810864953,4.982331001841034
20220906,6.473722244356949,5.887896530128083,6.194271764902803,4.671201902303697
20220907,6.832112749363862,5.55568436717946,6.329685064931072,4.666242443326796
20220908,8.194189010282487,6.0820699064258985,7.287261945497973,5.07101838955586
20220909,7.7512359735408465,4.817786459105691,7.633181911802893,4.427609614123588
20220910,7.9400940491739345,4.809216009686281,7.213365607038409,4.881710499325388
20220911,8.159034638356403,5.303917677149574,7.132804412257577,5.340261980110469
20220912,9.136034666579244,5.799008139451065,7.5881166599220755,5.553894502438109
20220913,8.913079756323363,7.242855527308651,7.450270749291298,5.611804287410859
20220914,9.294153043543856,6.973737209408091,7.688166117489684,5.609298863523319
20220915,9.438969836432815,7.1496669198941305,7.733227921392428,5.718586502685992
20220916,8.843125158547423,7.224806897122891,8.451626324710634,5.662994479322585
20220917,10.829787741033396,6.855322176746604,8.447266802440268,6.127019100053987
20220918,10.255660352474798,6.917353292685004,8.715874787814535,5.79294862084333
20220919,10.208764974327076,7.128317084467895,7.773321705058841,5.808411271573599
20220920,9.407985001073243,7.462173080732114,7.585564089460458,5.889819547223301
20220921,9.71477999395308,7.16176048079226,7.828861307236277,5.817937493010328
20220922,9.319651286943913,7.14756675590948,7.78487450844328,5.847932124522705
20220923,8.782375223752902,7.24831695954714,8.590249497139954,5.791292345369913
20220924,10.934547766448606,6.868337825959232,9.0140243691222,6.191369443665936
20220925,10.60724578653197,6.761006105886053,9.220514675569204,5.850975823651876
20220926,10.61276176896163,7.030124166636337,8.399525990922188,5.7391723584362255
20220927,9.98392471879636,7.0899186545963415,8.264446413956097,5.794258773890598
20220928,10.602848477349493,6.976147803761471,8.426867169272573,5.775459601232368
20220929,10.405058138430899,6.963764151163123,8.292758788179988,5.760202368410447
20220930,9.719527725100964,7.218322360398093,8.932350709597245,5.652668314585872
20221001,10.009567462665,5.805672681639514,8.891100663120389,5.628051396703144
20221002,10.010744506020693,5.113871986090419,8.67589038285335,4.94948137159696
20221003,9.5396874575294,6.242693655771999,8.429838478651543,5.557650904766233
20221004,8.752205737308865,6.591641487868049,8.328427747636136,5.541135801539456
20221005,8.650239368252855,6.350846534619847,8.099151151389751,5.491777541307768
20221006,7.60081645533211,6.417631125976543,7.368186060925674,5.490315098837601
20221007,7.753665318133667,5.919699189552907,7.240923127237798,5.107287081862443
20221008,9.61246001169814,5.998710746511563,8.475255300296702,5.6760664025120535
20221009,8.750819218774655,6.2386091524023914,8.101136609287046,5.488410229064968
20221010,8.037778860182332,5.137184378810955,7.92439131648843,5.311416075256837
20221011,8.97963345231318,7.226783794143413,8.318535225464846,5.46718107374916
20221012,9.099816184755346,7.042040861708595,8.185189297574755,5.527942463472184
20221013,8.373869498612727,7.137450319748385,8.075067137522979,5.687878997724191
20221014,8.967250105643425,7.002975430817043,8.32960350673811,5.666187867246964
20221015,10.07888360243178,6.622516985701043,8.747655769710317,6.046223068083018
20221016,8.572768942283535,6.25476095745381,8.594823804141729,5.416421249557149
20221017,9.185893077833125,6.936138722919518,8.394861108483969,5.742083086127511
20221018,9.21829704156611,7.563022739873465,8.336823675964482,5.7655685824858445
20221019,9.33246399809179,7.266402348140698,8.11581665248858,5.793512095093266
20221020,8.678548611459988,7.288441178589775,7.8248845013831385,5.843876623745764
20221021,8.938550008222977,7.1505494192307175,8.138374317666106,5.814884728860206
20221022,10.06798588109044,6.64893268772377,8.338705383268112,6.089644308512733
20221023,8.447809245192497,6.099365890442847,8.231765531523418,5.395050117537712
20221024,8.57271266648224,6.80337268476554,7.029715030933906,5.495377932905628
20221025,8.403496799875132,7.314428738389864,7.111085602939108,5.426640466718316
20221026,8.312617192623142,7.0287735834637495,6.882819799847573,5.259799766789062
20221027,7.510209680276014,6.9541183261467925,6.58138683575804,5.1326328451101935
20221028,7.611642835493396,6.855366565832032,6.869922007141881,5.09846045797825
20221029,9.000920282232737,6.420657370305618,7.238984036279765,5.363640415461271
20221030,7.533774567335032,6.04810001569887,6.99294497393297,4.820475889234031
20221031,8.002425325536697,6.855683385261893,6.8976412216413525,5.2261489127663925
20221101,8.984213553564922,5.9820107367190545,7.497037443260593,4.583304803821396
20221102,8.592214509154463,5.599872107262953,7.244997295458148,4.647478884017149
20221103,8.742119727995156,5.991729676226294,7.187119481545427,4.73895130179622
20221104,9.304335005262049,6.03189015485355,7.573651631766028,4.781375934249295
20221105,9.10879724660711,5.67488767842725,7.422220000567748,4.844574037624396
20221106,7.580896419761526,5.162970920851698,6.786384456267728,4.26593587091755
20221107,8.011448416561876,5.81077388884815,6.938736832066783,4.464525935063226
20221108,8.121423360863155,5.555702065025406,6.749385410478214,4.28973960487899
20221109,7.890259669909059,5.539614278736508,6.990280903786116,4.28051621776344
20221110,7.492709470345481,5.488547295491295,6.486851880050661,4.307959325407239
20221111,7.93605842995239,5.609570580584947,6.304245031367743,4.337626707215591
20221112,7.932438709437992,5.338719593620656,6.337494110195015,4.34551670729544
20221113,7.168766274669579,4.811393211172785,6.170858410778447,3.99554709879205
20221114,7.483270545066663,5.419761038566971,6.520047906452469,4.158071626447851
20221115,7.857699593119737,5.624076982298395,6.362970070204955,3.9601558389549414
20221116,7.386602494365758,5.571945049040268,6.480193316849656,4.1318285435649
20221117,6.8524195899258125,5.557083660704151,6.061193482891356,4.144029742447241
20221118,6.9657475537171845,5.4860103236567745,5.767551925309653,4.1479648691709645
20221119,7.106497484292117,5.267903230146178,5.956348252756301,4.135618164587473
20221120,6.5986471300858085,4.701971818502175,5.860217994115433,3.7878000742500717
20221121,6.669183148781132,5.379785020899856,6.136986313147608,4.026929523682079
20221122,7.027171892083345,5.477784957454969,5.996050141022855,3.868793877890697
20221123,6.903980136163763,5.275903832795894,6.349337530117539,4.049376790425727
20221124,6.6079263969565805,5.233811482421135,5.8068992323906174,4.1237633454902
20221125,6.286147178093362,5.246926454156217,5.583510429812174,4.155569435519449
20221126,6.855817438783434,4.952446333896756,6.065837537175121,4.208877335380426
20221127,6.92254348473044,4.6398944603910675,6.2032278784358965,3.866680172675635
20221128,6.485332379168286,5.089857658353306,5.916676697313099,4.102907404552481
20221129,6.687782362693861,5.042549361716617,5.910756853916087,3.8224054056207866
20221130,7.519621201783224,5.324035653688729,6.445714961718562,4.111785825135577
20221201,4.609218523731522,3.3043392490131067,3.5013871117894224,2.2863324576140425
20221202,4.620409103353969,3.192643191447879,3.7353535835765634,2.2689249037819588
20221203,4.249958963285009,2.913287870635827,2.869817294303378,2.4584686383634784
20221204,3.995850181510665,2.526560280047931,2.672438809762285,2.1473314039317435
20221205,4.2107462443412285,3.23172464999509,3.3960567933456236,2.384267228581072
20221206,4.291751709863916,3.0201057517535044,3.3802220607431677,2.3880745537917747
20221207,4.285413257838268,3.113813529009239,3.2242072307762286,2.3655154089330956
20221208,4.366267924554017,3.1391604000363214,3.193892563219171,2.312982013078538
20221209,4.521544904790672,3.2323676264258636,3.401965494226922,2.3000043095081817
20221210,4.006395719740263,2.8600723448254666,2.7408910734689087,2.307031409856846
20221211,3.651527116854081,2.655712787382675,2.6508883446087714,2.140369172742926
20221212,3.9786164628659044,3.126594663164111,3.290836096937846,2.368849656593231
20221213,3.9447387905381763,3.0130935048194436,3.145891092723336,2.336326919179697
20221214,3.999171410463869,3.112447675219002,3.140839749592736,2.291697634911234
20221215,3.768717832255885,3.1433074974675046,3.093954614638749,2.2876803323061687
20221216,4.153582847119832,3.191815646113426,3.172775632804873,2.3161438103031107
20221217,3.6203333309475036,2.8606586483192467,2.6061169455204642,2.3384167530201836
20221218,3.323977982634815,2.7005418400844396,2.6148567634351565,2.069645630898863
20221219,3.793962902352124,3.1917198452876123,3.161706696743484,2.3244880319864922
20221220,3.9800133971613287,3.114581952370013,3.2392943901972666,2.3632284896469455
20221221,4.046014411389125,3.221499035527428,3.207653169900949,2.337051489815635
20221222,4.0644415463966315,3.2733371127568534,3.2248735816674383,2.34395353082204
20221223,4.296340428523413,3.37339828173155,3.285715522157485,2.3598697172216556
20221224,3.8227869878808813,3.048492919764268,2.8700466667663274,2.4910628220389515
20221225,2.024359228528895,2.2031748647089326,1.1028909385169614,1.7335075458625546
20221226,3.82867099537388,3.3324786007646816,3.2644003727591855,2.4168812408110263
20221227,3.826668072521465,3.355629452277768,3.257213638381897,2.416927039971685
20221228,4.038239904342723,3.274738250408305,3.137577180883154,2.343405840013179
20221229,3.815656899758565,3.276865041997185,3.0507018248797655,2.3149815523533652
20221230,3.8305586598737733,3.2805869530296174,2.934230687566412,2.4232530021916943
20221231,2.9698741447537658,2.799380737153003,2.491568766445869,2.4942630272484485
